Brand,Price,Rating,Link
"[Black Friday Deals] Infinix Hot 40i 256GB+16(8+8)GB 6.56"" Screen Phone 4G Network Dual SIM 5000 mAh Battery With 18W Type-C Charging 50MP +32MP Dual AI Camera Fingerprint Lock Smart Phones",13999,(28),https://www.kilimall.co.ke//listing/1000264170-black-friday-deals-infinix-hot-40i-256gb1688gb-656-screen-phone-4g-network-dual-sim-5000-mah-battery-with-18w-typec-charging-50mp-32mp-dual-ai-camera-fingerprint-lock-smart-phones?skuId=10000853392
"Refurbished TECNO Camon 30 6.78"" 120Hz AMOLED 256GB+12GB RAM MTK Helio G99 70W 5000mAh 50MP Dual Speaker Android 14 Dual Sim Smart Phone",31999,(2),https://www.kilimall.co.ke//listing/1000372179-refurbished-tecno-camon-30-678-120hz-amoled-256gb12gb-ram-mtk-helio-g99-70w-5000mah-50mp-dual-speaker-android-14-dual-sim-smart-phone?skuId=10001372967
"BRAND NEW Xiaomi Redmi 14C 8GB RAM + 256GB Storage 6.88"" 120Hz HD+ IPS display 4G Dual Sim 5160mAh Battery 50MP triple main camera Android 14 Smart Phones Mobile Phone +FREE GIFTS",16699,(12),https://www.kilimall.co.ke//listing/1000352518-brand-new-xiaomi-redmi-14c-8gb-ram-256gb-storage-688-120hz-hd-ips-display-4g-dual-sim-5160mah-battery-50mp-triple-main-camera-android-14-smart-phones-mobile-phone-free-gifts?skuId=10001247164
"[Black Friday Deals] Itel A70 128GB+8(3+5)GB RAM 6.6"" Screen Brand New Phone 4G Network Dual SIM 13MP Camera 5000mAh Battery Fingerprint And Face Unlock Fashion Smart Phones",9999,(522),https://www.kilimall.co.ke//listing/2988603-black-friday-deals-itel-a70-128gb835gb-ram-66-screen-brand-new-phone-4g-network-dual-sim-13mp-camera-5000mah-battery-fingerprint-and-face-unlock-fashion-smart-phones?skuId=19778059
"NEW ARRIVAL M-HORSE C67 4G Network 6.8"" screen display ,128 GB ROM + 8GB RAM 60Hz refresh rate 5MP Front +13MP Rear  Dual SIM Android 14 5000mAh  side fingerprint  UNLOCK Smart Phones",11245,(4),https://www.kilimall.co.ke//listing/1000320771-new-arrival-mhorse-c67-4g-network-68-screen-display-128-gb-rom-8gb-ram-60hz-refresh-rate-5mp-front-13mp-rear-dual-sim-android-14-5000mah-side-fingerprint-unlock-smart-phones?skuId=10001109002
"[Black Friday Deals] TECNO SPARK 20 PRO 256GB+16(8+8)GB RAM 108MP Triple Camera 120Hz 6.78"" Mediatek Helio G99 Dual Speakers Android 13 5000mAh 33W Smart Phones phone",18699,(42),https://www.kilimall.co.ke//listing/3065517-black-friday-deals-tecno-spark-20-pro-256gb1688gb-ram-108mp-triple-camera-120hz-678-mediatek-helio-g99-dual-speakers-android-13-5000mah-33w-smart-phones-phone?skuId=20049265
"Brand New realme Note 50 6.74"" 90Hz 128GB ROM + 8(4+4)GB RAM Unisoc Tiger T612 Type-C 3-Card Slot Side Fingerprint Smart Phones",10299,(4),https://www.kilimall.co.ke//listing/1000361978-brand-new-realme-note-50-674-90hz-128gb-rom-844gb-ram-unisoc-tiger-t612-typec-3card-slot-side-fingerprint-smart-phones?skuId=10001307126
"[Black Friday Deals] Infinix Hot 50 Pro Plus 256GB+16(8+8)GB 6.7"" 3D-Curved AMOLED 120Hz Screen Phone 5000mAh With 33W Type-C 50MP Camera MTK Helio G100 Fingerprint Lock Hot 50 Pro+ Smart Phone",24899,(6),https://www.kilimall.co.ke//listing/1000391168-black-friday-deals-infinix-hot-50-pro-plus-256gb1688gb-67-3dcurved-amoled-120hz-screen-phone-5000mah-with-33w-typec-50mp-camera-mtk-helio-g100-fingerprint-lock-hot-50-pro-smart-phone?skuId=10001482438
"Refurbished   phones   OPPO A59S smart phone 4GB+32GB 5.2-inch smart phone 16MP+13MP 3075mA, with fingerprint unlock gold,    Single Card   Unlock Smart Phone",3999,(115),https://www.kilimall.co.ke//listing/2582712-refurbished-phones-oppo-a59s-smart-phone-4gb32gb-52inch-smart-phone-16mp13mp-3075ma-with-fingerprint-unlock-gold-single-card-unlock-smart-phone?skuId=18560272
"Refurbished Phone Samsung Galaxy S7 Edge G935 Smart Phone 4GB+32GB 12MP 4G LTE  Original Cellphones with line, dot or shadow",5999,(164),https://www.kilimall.co.ke//listing/2738869-refurbished-phone-samsung-galaxy-s7-edge-g935-smart-phone-4gb32gb-12mp-4g-lte-original-cellphones-with-line-dot-or-shadow?skuId=19080995
"[NEW ARRIVAL] Xiaomi Redmi 14C 6.74"" 4GB RAM + 128GB Storage 4G Network Dual SIM 90Hz LCD Screen 50MP Camera 33W Type-C Charging 5000mAh Battery Fingerprin t& Face Smart Phones Phone",12999,(6),https://www.kilimall.co.ke//listing/1000333416-new-arrival-xiaomi-redmi-14c-674-4gb-ram-128gb-storage-4g-network-dual-sim-90hz-lcd-screen-50mp-camera-33w-typec-charging-5000mah-battery-fingerprin-t-face-smart-phones-phone?skuId=10001155653
[New Arrivals] Xiaomi Redmi 14C  Smart Phone 8GB RAM + 256GB Storage 4G Network Dual SIM 6.88 inch 120Hz LCD Screen 50MP Camera 18W Tpye-C Charging 5160mAh Battery Fingerprint&Face Smart Phones,16999,(12),https://www.kilimall.co.ke//listing/1000335730-new-arrivals-xiaomi-redmi-14c-smart-phone-8gb-ram-256gb-storage-4g-network-dual-sim-688-inch-120hz-lcd-screen-50mp-camera-18w-tpyec-charging-5160mah-battery-fingerprintface-smart-phones?skuId=10001166612
Refurbished  phones Huawei Honor  6x   Smart phone  4gb+64gb 14mp+8mp 3340mAh  5.5-inch   gold   dual card mobile phone,5333,(132),https://www.kilimall.co.ke//listing/2442022-refurbished-phones-huawei-honor-6x-smart-phone-4gb64gb-14mp8mp-3340mah-55inch-gold-dual-card-mobile-phone?skuId=17933243
"[NEW ARRIVAL] Xiaomi Redmi 14C 6.88"" 8GB RAM + 256GB Storage 4G Network Dual SIM 90Hz LCD Screen 50MP Camera 33W Type-C Charging 5000mAh Battery Fingerprin t& Face Smart Phones Phone",15999,(2),https://www.kilimall.co.ke//listing/1000334358-new-arrival-xiaomi-redmi-14c-688-8gb-ram-256gb-storage-4g-network-dual-sim-90hz-lcd-screen-50mp-camera-33w-typec-charging-5000mah-battery-fingerprin-t-face-smart-phones-phone?skuId=10001222351
"[New arrival] Infinix SMART 9 128GB + 8(4+4)GB 6.7"" Display Brand New Phone Dual SIM 4G Network 5000mAh Battery With Type-C Charging 13MP Dual  Camera G81 Fingerprint Lock Android 14 Smart Phones",11599,(1),https://www.kilimall.co.ke//listing/1000400164-new-arrival-infinix-smart-9-128gb-844gb-67-display-brand-new-phone-dual-sim-4g-network-5000mah-battery-with-typec-charging-13mp-dual-camera-g81-fingerprint-lock-android-14-smart-phones?skuId=10001514505
"XIAOMI Redmi Note 13 6GB/8GB RAM+128GB/256GB 6.67""  Display Phones 108MP Camera 5000mAh Battery 33W Charging Android 13 Smart Phones",21999,(114),https://www.kilimall.co.ke//listing/3080815-xiaomi-redmi-note-13-6gb8gb-ram128gb256gb-667-display-phones-108mp-camera-5000mah-battery-33w-charging-android-13-smart-phones?skuId=20026094
"BRAND NEW Xiaomi Redmi 14C 8(4+4)GB RAM + 128GB Storage 6.88"" 120Hz HD+ IPS display 4G Dual Sim 5160mAh Battery 50MP triple main camera Android 14 Smart Phones Mobile Phone +Smartwatch+Earpods",13999,(2),https://www.kilimall.co.ke//listing/1000352486-brand-new-xiaomi-redmi-14c-844gb-ram-128gb-storage-688-120hz-hd-ips-display-4g-dual-sim-5160mah-battery-50mp-triple-main-camera-android-14-smart-phones-mobile-phone-smartwatchearpods?skuId=10001246953
"Refurbished oppo A83  Smart phone 64GB / 32GB + 4GB , unlock 5.7-inch 2G / 3G / 4G LTE 13mp + 8mp camera, dual sim card less than 3180mah mobile phone",4998,(37),https://www.kilimall.co.ke//listing/2670406-refurbished-oppo-a83-smart-phone-64gb-32gb-4gb-unlock-57inch-2g-3g-4g-lte-13mp-8mp-camera-dual-sim-card-less-than-3180mah-mobile-phone?skuId=18831115
Refurbished OPPO A57 F1 32GB+3GB  5.2” 13MP+16MP  Fingerprint unlock phone Dual SIM 4G phone  Refurbished Phone SmartPhones Mobile Phones Smart phone 4G Phone oppp phone smartphone,3599,(2),https://www.kilimall.co.ke//listing/1000331412-refurbished-oppo-a57-f1-32gb3gb-52-13mp16mp-fingerprint-unlock-phone-dual-sim-4g-phone-refurbished-phone-smartphones-mobile-phones-smart-phone-4g-phone-oppp-phone-smartphone?skuId=10001149296
